epoch	time	lr	loss	acc	fscore_micro	val_loss	val_acc	val_fscore_micro
1	9.942170841000916	0.2	0.9133714315593242	67.83958333333334	0.6783958077430725	0.5992002120018005	77.2	0.7720000147819519
2	9.36906870600069	0.2	0.40251833145072063	85.325	0.8532500267028809	0.13346269491314888	96.26666666666667	0.9626666903495789
3	9.626871148000646	0.2	0.10304962434689514	96.94583333333334	0.9694583415985107	0.10955079034157097	97.04166666666667	0.9704166650772095
4	9.67692855200221	0.2	0.06959399712826901	97.86041666666667	0.9786041378974915	0.10766176128030444	96.94166666666666	0.9694166779518127
5	9.391320503000316	0.2	0.052554754564499796	98.44375	0.9844375252723694	0.09970783807771902	97.23333333333333	0.9723333120346069
6	9.70936301600159	0.2	0.04286092257988639	98.65416666666667	0.9865416884422302	0.09245742246264126	97.38333333333334	0.9738333225250244
7	9.645592045999365	0.2	0.03248473805299242	99.00208333333333	0.9900208115577698	0.09796914263191865	97.51666666666667	0.9751666784286499
8	9.400950508999813	0.2	0.026013503577654775	99.18333333333334	0.9918333292007446	0.09853800926045127	97.525	0.9752500057220459
9	9.708442914998159	0.2	0.022856805907453235	99.26458333333333	0.9926458597183228	0.10909228696140538	97.5	0.9750000238418579
10	9.670866376000049	0.2	0.018377971966060613	99.41875	0.9941874742507935	0.1273904025095253	96.88333333333334	0.968833327293396
11	9.398799810998753	0.2	0.017310185148011442	99.44791666666667	0.9944791793823242	0.10833545713336692	97.48333333333333	0.9748333096504211
12	9.693093384998065	0.2	0.013345089297341853	99.57291666666667	0.9957291483879089	0.12248483680182835	97.45	0.9745000004768372
13	9.677185622000252	0.2	0.011480623353711507	99.65833333333333	0.9965833425521851	0.11828935578018233	97.575	0.9757500290870667
14	9.717052523999882	0.2	0.014057074550742073	99.5875	0.9958750009536743	0.0986219813212471	98.025	0.9802500009536743
15	9.929736410998885	0.2	0.0058717783727429375	99.80208333333333	0.9980208277702332	0.11235046202144926	97.76666666666667	0.9776666760444641
16	9.419528443002491	0.2	0.007291545914864893	99.77916666666667	0.9977916479110718	0.13413409002480783	97.475	0.9747499823570251
17	9.394435217000137	0.2	0.008891127404327336	99.72708333333334	0.9972708225250244	0.10837388307592209	97.95833333333333	0.9795833230018616
18	10.210751782000443	0.2	0.008564585380207917	99.73125	0.9973124861717224	0.10901941985408273	98.03333333333333	0.9803333282470703
19	9.695689113999833	0.2	0.006550036189703718	99.81666666666666	0.9981666803359985	0.11113461291555382	98.025	0.9802500009536743
20	9.390004805998615	0.2	0.0075459748851613336	99.75416666666666	0.9975416660308838	0.12592637259685216	97.78333333333333	0.9778333306312561
21	9.671609876997536	0.2	0.005401579174892295	99.85416666666667	0.9985416531562805	0.11845215607302999	97.96666666666667	0.9796666502952576
22	9.13407911700051	0.2	0.0017920979548054679	99.95	0.9994999766349792	0.12154471408560721	98.05	0.9804999828338623
23	9.391083598999103	0.2	0.0005776951389014777	99.9875	0.999875009059906	0.11784665001492381	98.325	0.9832500219345093
24	9.426348245000554	0.2	0.00018566040212694427	99.99583333333334	0.999958336353302	0.11832296498693724	98.30833333333334	0.9830833077430725
25	9.383052773999225	0.2	0.00015467450290658656	99.99791666666667	0.9999791383743286	0.11937683223027042	98.30833333333334	0.9830833077430725
26	9.393028617996606	0.2	0.00013926406915623228	99.99791666666667	0.9999791383743286	0.12027880588841926	98.3	0.9829999804496765
27	9.416745385002287	0.2	0.00012820885282976166	99.99791666666667	0.9999791383743286	0.12124256181522347	98.3	0.9829999804496765
28	9.383654028999445	0.2	0.00011990017909810883	99.99791666666667	0.9999791383743286	0.12209915480710722	98.31666666666666	0.9831666946411133
29	9.455319016997237	0.2	0.0001133908675618862	99.99791666666667	0.9999791383743286	0.12289467920643612	98.3	0.9829999804496765
30	9.398125527000957	0.2	0.0001076242389481051	99.99791666666667	0.9999791383743286	0.12369464559741208	98.31666666666666	0.9831666946411133
31	9.426524482998502	0.2	0.00010287355586702625	99.99791666666667	0.9999791383743286	0.12434786422672114	98.31666666666666	0.9831666946411133
32	9.522834302002593	0.2	9.896515535285359e-05	99.99791666666667	0.9999791383743286	0.124986953149064	98.30833333333334	0.9830833077430725
33	9.773397671000566	0.2	9.527410795250042e-05	99.99791666666667	0.9999791383743286	0.1256291406859945	98.325	0.9832500219345093
34	9.74099945099806	0.2	9.20157101918225e-05	99.99791666666667	0.9999791383743286	0.12619340106667393	98.31666666666666	0.9831666946411133
35	9.678319836999435	0.2	8.912483950071352e-05	99.99791666666667	0.9999791383743286	0.12673603275997472	98.325	0.9832500219345093
36	9.37525689299946	0.2	8.65003546060934e-05	99.99791666666667	0.9999791383743286	0.12724304209535825	98.31666666666666	0.9831666946411133
37	9.396573490001174	0.2	8.420857770520692e-05	99.99791666666667	0.9999791383743286	0.1277222249801837	98.325	0.9832500219345093
38	9.445227749001788	0.2	8.189280924101672e-05	99.99791666666667	0.9999791383743286	0.12822843114732707	98.33333333333333	0.9833333492279053
39	9.741935677000583	0.2	7.997777413308531e-05	99.99791666666667	0.9999791383743286	0.1286916560161866	98.33333333333333	0.9833333492279053
40	10.11336332999781	0.2	7.832363468837563e-05	99.99791666666667	0.9999791383743286	0.12907503534480222	98.33333333333333	0.9833333492279053
41	9.692457577999448	0.2	7.665148629940092e-05	99.99791666666667	0.9999791383743286	0.129454410388684	98.34166666666667	0.9834166765213013
42	9.423685769001168	0.2	7.534049740165012e-05	99.99791666666667	0.9999791383743286	0.1298749221828134	98.325	0.9832500219345093
43	9.910305716999574	0.2	7.396345267023404e-05	99.99791666666667	0.9999791383743286	0.13020960846016563	98.34166666666667	0.9834166765213013
44	10.282286073997966	0.2	7.271723008199457e-05	99.99791666666667	0.9999791383743286	0.1306398598912832	98.325	0.9832500219345093
45	9.707846482000605	0.2	7.165296027661331e-05	99.99791666666667	0.9999791383743286	0.1309331344892095	98.35	0.9835000038146973
46	9.70433713500097	0.2	7.047384669070504e-05	99.99791666666667	0.9999791383743286	0.13127543753242266	98.34166666666667	0.9834166765213013
47	9.736047430997132	0.2	6.963500352527878e-05	99.99791666666667	0.9999791383743286	0.13161429280969722	98.35	0.9835000038146973
48	9.744231675002084	0.2	6.841154753908896e-05	99.99791666666667	0.9999791383743286	0.1319548470842077	98.35	0.9835000038146973
49	9.992318319000333	0.2	6.74803074363585e-05	99.99791666666667	0.9999791383743286	0.1322165029075461	98.34166666666667	0.9834166765213013
50	9.45604834400001	0.2	6.571899473553759e-05	99.99791666666667	0.9999791383743286	0.13171300833146646	98.325	0.9832500219345093
51	10.017596330999368	0.2	4.973119316110382e-05	99.99791666666667	0.9999791383743286	0.13221396915580516	98.31666666666666	0.9831666946411133
52	9.98848818999977	0.2	4.3824434827844114e-05	100.0	1.0	0.1327177955089443	98.325	0.9832500219345093
53	9.998241164998035	0.2	3.868525457060927e-05	100.0	1.0	0.13308512054263202	98.325	0.9832500219345093
