epoch	time	lr	loss	acc	fscore_micro	val_loss	val_acc	val_fscore_micro
45	19.947833956997783	0.2	6.051624748884853e-05	99.99833333333333	0.9999833106994629	0.09863599401419476	98.5	0.9850000143051147
46	17.292608879004547	0.2	5.9599487826017615e-05	99.99833333333333	0.9999833106994629	0.0989773009190154	98.5	0.9850000143051147
47	18.756443760001275	0.2	5.8666043766456846e-05	99.99833333333333	0.9999833106994629	0.09927199711324262	98.5	0.9850000143051147
48	19.26984682800685	0.2	5.782732353628515e-05	99.99833333333333	0.9999833106994629	0.09959927056350751	98.5	0.9850000143051147
49	19.039866397994047	0.2	5.7096039565917305e-05	99.99833333333333	0.9999833106994629	0.09977522657493215	98.5	0.9850000143051147
50	18.125761307004723	0.2	5.642132062177486e-05	99.99833333333333	0.9999833106994629	0.10005478392556166	98.51	0.9850999712944031
51	20.322966047999216	0.2	5.5850503399740365e-05	99.99833333333333	0.9999833106994629	0.10029333114773806	98.49	0.9848999977111816
52	19.16721843000414	0.2	5.521647037899141e-05	99.99833333333333	0.9999833106994629	0.10054253258478993	98.49	0.9848999977111816
53	19.96354707499995	0.2	5.4639022721658156e-05	99.99833333333333	0.9999833106994629	0.10080863503412384	98.49	0.9848999977111816
54	19.39416304200131	0.2	5.415610149827093e-05	99.99833333333333	0.9999833106994629	0.10102769387112855	98.51	0.9850999712944031
55	19.079533587006154	0.2	5.368195335072497e-05	99.99833333333333	0.9999833106994629	0.10126974068812063	98.5	0.9850000143051147
56	19.09952968399739	0.2	5.326500184771371e-05	99.99833333333333	0.9999833106994629	0.10147439266739998	98.51	0.9850999712944031
57	18.21090880200063	0.2	5.2822127683336957e-05	99.99833333333333	0.9999833106994629	0.10167777129957074	98.51	0.9850999712944031
58	19.070391952001955	0.2	5.2455736468364596e-05	99.99833333333333	0.9999833106994629	0.10184408034435448	98.5	0.9850000143051147
59	17.275768895997317	0.2	5.209813818286158e-05	99.99833333333333	0.9999833106994629	0.10205809858333396	98.51	0.9850999712944031
60	19.970403888000874	0.2	5.172024516017094e-05	99.99833333333333	0.9999833106994629	0.10226565607038937	98.51	0.9850999712944031
